"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"96","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController.cls","255","26","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"97","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController.cls","259","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"98","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController.cls","260","36","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"99","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController.cls","263","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"100","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController.cls","265","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"101","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController.cls","265","18","ClassNamingConventions","The class name 'headerfooterwrapper' doesn't match '[A-Z][a-zA-Z0-9_]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#classnamingconventions","Code Style","pmd"
"102","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController.cls","266","23","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"103","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController.cls","267","23","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"104","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController.cls","269","16","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"105","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","2","15","CyclomaticComplexity","The class 'DisplayPDFController_Test' has a total cyclomatic complexity of 40 (highest 2).","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"106","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","23","24","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"107","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","26","24","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"108","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","40","20","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"109","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","52","20","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"110","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","96","24","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"111","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","100","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"112","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","117","20","UnusedLocalVariable","Variable 'result' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"113","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","122","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"114","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","145","24","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"115","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","149","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"116","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","174","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"117","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","204","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"118","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","236","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"119","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","261","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"120","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","285","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"121","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","298","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"122","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","311","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"123","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","328","20","UnusedLocalVariable","Variable 'result' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"124","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","331","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"125","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","348","20","UnusedLocalVariable","Variable 'result' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"126","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","351","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"127","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","351","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"128","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","353","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"129","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","353","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"130","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","355","20","UnusedLocalVariable","Variable 'formattedDateTime' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"131","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","358","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"132","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","376","20","UnusedLocalVariable","Variable 'result' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"133","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","379","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"134","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","379","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"135","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","381","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"136","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","381","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"137","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","383","20","UnusedLocalVariable","Variable 'formattedDateTime' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"138","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","386","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"139","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","403","20","UnusedLocalVariable","Variable 'result' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"140","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","406","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"141","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","406","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"142","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","408","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"143","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","408","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"144","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayPDFController_Test.cls","410","20","UnusedLocalVariable","Variable 'formattedDateTime' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
